feature_path,normalized_path,split,dataset,speaker_id,label,label_id,duration_seconds,feature_shape,n_mels,frames,clip_seconds,status,reject_reason
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0406_e5e6ff2ceb_f13c7ab737.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0406_e5e6ff2ceb.wav,train,datagroup1,v17,cloned,1,5.024000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0407_32883af936_a895fedf5f.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0407_32883af936.wav,train,datagroup1,v17,cloned,1,4.736000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0408_74552a8a74_1c0ef23be5.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0408_74552a8a74.wav,train,datagroup1,v17,cloned,1,3.813938,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0409_eeb1c8d4a0_f784bf17a5.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0409_eeb1c8d4a0.wav,train,datagroup1,v17,cloned,1,4.160000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0410_f918ef0404_3c8145aed9.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0410_f918ef0404.wav,train,datagroup1,v17,cloned,1,4.352000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0420_7619d10883_216a4eca8a.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0420_7619d10883.wav,train,datagroup1,v17,cloned,1,4.337688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0421_b46fa98ab3_8f6dcf7167.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0421_b46fa98ab3.wav,train,datagroup1,v17,cloned,1,4.768000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0422_5003909e8c_137b3acb4c.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0422_5003909e8c.wav,train,datagroup1,v17,cloned,1,3.921687,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0423_7b76f50e1e_c387d2f32c.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0423_7b76f50e1e.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0424_0371ee4c25_3e5f2a7204.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0424_0371ee4c25.wav,train,datagroup1,v17,cloned,1,5.093938,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0425_e2aa7f7ef7_4185a483e2.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0425_e2aa7f7ef7.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0426_c987b53e48_c6e92d5ec6.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0426_c987b53e48.wav,train,datagroup1,v17,cloned,1,4.832000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0427_b9e46401b8_9f9bf65ea5.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0427_b9e46401b8.wav,train,datagroup1,v17,cloned,1,5.024000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0428_654c8a0728_497a1bcad8.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0428_654c8a0728.wav,train,datagroup1,v17,cloned,1,3.808000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0429_61a37c91ad_23418cbe23.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0429_61a37c91ad.wav,train,datagroup1,v17,cloned,1,3.520000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0430_f4bfe9bdbe_9434726c1f.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0430_f4bfe9bdbe.wav,train,datagroup1,v17,cloned,1,4.817687,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0431_ecfa6b3dcf_36b740622d.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0431_ecfa6b3dcf.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0432_63ee9e6247_6c5b1d0890.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0432_63ee9e6247.wav,train,datagroup1,v17,cloned,1,5.093938,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0433_32d3c319bb_7c5820fc84.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0433_32d3c319bb.wav,train,datagroup1,v17,cloned,1,4.544000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0434_46f8f8cefc_f176bbf3f9.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0434_46f8f8cefc.wav,train,datagroup1,v17,cloned,1,4.881687,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0435_282e59292e_ab59b0757b.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0435_282e59292e.wav,train,datagroup1,v17,cloned,1,4.960000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0436_5f8715dcaf_d42bc74adc.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0436_5f8715dcaf.wav,train,datagroup1,v17,cloned,1,4.977688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0437_159ca35b25_df70947610.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0437_159ca35b25.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0438_e9a07eb985_19b988cef8.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0438_e9a07eb985.wav,train,datagroup1,v17,cloned,1,4.864000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0439_a778cf4ac3_ccfd4a89b8.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0439_a778cf4ac3.wav,train,datagroup1,v17,cloned,1,4.288000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0440_5f32d34f94_13c9888f08.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0440_5f32d34f94.wav,train,datagroup1,v17,cloned,1,5.029937,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0441_177c1d02be_683d9f42be.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0441_177c1d02be.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0442_9ad06da753_376dbca157.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0442_9ad06da753.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0443_20391fc722_3bc1da88b3.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0443_20391fc722.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0444_14e0b4e9f2_08f3bef933.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0444_14e0b4e9f2.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0445_e966e977ff_58b06f6018.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0445_e966e977ff.wav,train,datagroup1,v17,cloned,1,3.904000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0446_7621cd5c67_0e535dd3e3.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0446_7621cd5c67.wav,train,datagroup1,v17,cloned,1,4.864000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0447_f74bf40573_3bb2d9a9cf.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0447_f74bf40573.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0448_7671369b0b_8046ece5e6.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0448_7671369b0b.wav,train,datagroup1,v17,cloned,1,4.832000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0449_8f51dec82f_a24fceae04.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0449_8f51dec82f.wav,train,datagroup1,v17,cloned,1,4.305688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0450_58e34f3456_e5b5fb5aa2.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0450_58e34f3456.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0451_3a7b48b4d8_a90335c4da.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0451_3a7b48b4d8.wav,train,datagroup1,v17,cloned,1,4.736000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0452_78bc1e8b63_c939099a40.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0452_78bc1e8b63.wav,train,datagroup1,v17,cloned,1,3.936000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0453_6985c10925_7eac3c7dd8.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0453_6985c10925.wav,train,datagroup1,v17,cloned,1,4.881687,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0454_8a10e5d18e_11883fbbce.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0454_8a10e5d18e.wav,train,datagroup1,v17,cloned,1,4.896000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0455_303f644a67_112159bffa.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0455_303f644a67.wav,train,datagroup1,v17,cloned,1,4.448000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0456_391e654228_ae5a74e90d.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0456_391e654228.wav,train,datagroup1,v17,cloned,1,4.032000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0457_5cb934df00_e436f3089a.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0457_5cb934df00.wav,train,datagroup1,v17,cloned,1,4.561687,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0458_651502ede6_da0efbb9ff.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0458_651502ede6.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0459_ab23abe4e3_7e46f901d6.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0459_ab23abe4e3.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0460_32593be736_67dcf72fda.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0460_32593be736.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0461_f1cabf4fe4_3c921d402c.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0461_f1cabf4fe4.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0462_823f61ffb9_353d44c183.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0462_823f61ffb9.wav,train,datagroup1,v17,cloned,1,4.192000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0463_0281f909b8_e1c171c54a.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0463_0281f909b8.wav,train,datagroup1,v17,cloned,1,4.224000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0464_87808d5ffe_50aa5f2fed.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0464_87808d5ffe.wav,train,datagroup1,v17,cloned,1,5.093938,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0465_4e28760bae_4b46684216.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0465_4e28760bae.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0466_ebaa4394a9_919917364f.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0466_ebaa4394a9.wav,train,datagroup1,v17,cloned,1,4.768000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0467_92f457fa4e_917be058dd.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0467_92f457fa4e.wav,train,datagroup1,v17,cloned,1,4.945688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0468_6d8ddcc2ac_2c60e30691.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0468_6d8ddcc2ac.wav,train,datagroup1,v17,cloned,1,3.392000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0469_00a805d676_75f37d04ed.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0469_00a805d676.wav,train,datagroup1,v17,cloned,1,3.936000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0470_44490f4f53_1bfe40a287.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0470_44490f4f53.wav,train,datagroup1,v17,cloned,1,4.305688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0471_e8bebefdf9_1a5c9eddc9.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0471_e8bebefdf9.wav,train,datagroup1,v17,cloned,1,4.512000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0472_d76ba1af85_4981395ce5.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0472_d76ba1af85.wav,train,datagroup1,v17,cloned,1,4.901937,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0473_968f3adc14_24a78f7ef7.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0473_968f3adc14.wav,train,datagroup1,v17,cloned,1,5.024000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0474_a30fdc2202_d8b4766878.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0474_a30fdc2202.wav,train,datagroup1,v17,cloned,1,5.041688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0475 (1)_613968a285_66cd06042c.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0475 (1)_613968a285.wav,train,datagroup1,v17,cloned,1,4.064000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0476_cbafbf36f0_5facc672f0.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0476_cbafbf36f0.wav,train,datagroup1,v17,cloned,1,4.785687,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0477_d0118cc6d1_686e8707f5.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0477_d0118cc6d1.wav,train,datagroup1,v17,cloned,1,4.576000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0478_95f73450e6_33734148ba.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0478_95f73450e6.wav,train,datagroup1,v17,cloned,1,4.305688,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0479_f347ae3703_6de24a955c.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0479_f347ae3703.wav,train,datagroup1,v17,cloned,1,4.736000,64x401,64,401,4.0,extracted,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\features\logmel\train\datagroup1_v17_cloned_0479_f28790d350_d482fb6a79.npy,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0479_f28790d350.wav,train,datagroup1,v17,cloned,1,4.736000,64x401,64,401,4.0,extracted,
