path,dataset,speaker_id,label,extension,file_size_bytes,duration_seconds,sample_rate,channels,readable,usable,reject_reason,sha1
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part010.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,56d2702a295ff8f8bcf1bf31f8bbc9ef7e799d4f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part011.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,1ebf7692d6d0e990b683964016d363f902d5f008
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part012.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,115f07ac52fbaf1093499c07015df204091ccf45
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part013.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,684983e34f501bacfde13d2aa20e526daab223e7
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part014.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,8a8ae430c396000fc9d3f88def86b0a307443edf
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part015.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,dbe079a5e3342d2146d0de4e6478d53e0b0c2205
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part016.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,339f0b30e2ab20414c4bb834478f955b7a6d0bbd
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part017.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,6af08b74e9df5c40faf6d14fffdd243728b98508
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part018.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,111c8e27e4436dd428da4f9f3880f3271bf4a117
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part019.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,d99b60646c036248ae097e6d3d1e5562e6f67c0f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part020.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,e97b82ebdc9e0a197c75b957e70e6f6da4b9864c
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part021.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,2ac68a2ce4b0a7c33f319982da3cf52e4e8b6086
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part022.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,5395bc82a4d943c5a9136c6d28c9eec56a033500
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part023.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,fed7cc97a29c1799100a2d62419670c5ef26995b
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part024.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,156c75ca73c4618f23ea6b384273b132fc2b288f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j01_part025.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,0b11e8db9bc415ce2ff49577ea57b5281dca5dd4
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part000.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,0067497e5ef269078b4a1de6dd684ff3edb3bd07
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part001.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,3fbe236b4743499a3371b2a903785d5a58feb3cb
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part002.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,d3c29e55b81f98883d698067906416abb5834b37
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part003.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,6bfa04291a18090e8f1aeb4ec28a919530fd877a
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part004.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,27f7ff4953c5ac9e0c5ef5ed1824f2acbd8607cd
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part005.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,795ec0ad0f2537f9109897cc92d58cc5d45a443c
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part006.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,3306a17e589e160b9c9e907d930024f74d2e7e28
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part007.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,66330f9c3fa4edd013e95fd49e5913e201a0185a
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part008.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,e4b3cd7df21c4880a3dfcffc348a1e760da4d8e7
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part009.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,2e9ec2369f3d1d49f3817f3259ae61f790c4d25f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part010.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,1e958d82604466831a4d614b58a25414785107e9
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part011.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,f942b4e68a73895e507741c5da5adfcb10a99724
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part012.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,4d478b0efe54d436741c555bcb97141a3d3d4ce0
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part013.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,070da8770589a31baf42701d1c7b4d51b42f8dcb
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part014.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,dcbbf13753c5dc1e383ac117cd585fe4d0bb24da
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part015.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,b1b1dbdab8e1e49bcf1a10c4f0c91e39f4ad2db1
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part016.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,b05e9bd990dd2a19d44300b3296cd5fa6c4d0c96
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part017.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,87dc98e76f5a07142255b5e6190d7b82be4f2f51
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part018.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,56157c7c44702a3b57df7bfff4b22592cc6f813d
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part019.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,2fa6cdfa0104fa0015d40b2a46df033f8b993162
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part020.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,cadc2e2fee9375ec48f144849fc4623d5d67139f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part021.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,e0f4d8722db35cc9bf9186b3d51342eb1854668f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part022.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,bcce7aaa1b7f5732b2faab7cdbaa03d04e58ec3b
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part023.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,ee698801ce38d8e782518be2dd18a7e84fa12916
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part024.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,564df2bc1bcdeda4839d5f21cd9900188a6835bb
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part025.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,e72df1da8e12135557b155505fbcd3901b087418
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part026.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,2f50ad0e5b250e3e748dddd5e4b3c070a517272a
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part027.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,5f27495295d68d292ff8de86bb07560287f87647
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part028.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,62c48756b6cf142b63abce4324216603f728db1c
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part029.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,7e90f7714ea4c2ec78f807274010f95827ca56c8
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part030.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,1478c1572cc874b971f5da89517efed0a35c7b73
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part031.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,70271ae6882708bcebce8395a3c0082401c5f38e
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part032.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,50701e5f9bd31ff3e71a66fb9229ece74ea4b336
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part033.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,decea5a23903a18cd4a0f7d54419e5c6cb7b08dd
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part034.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,1b42b0a08f82c3f7c266334ad6e301b2e9aca145
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part035.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,99bebdd7a6541049f24b458f7d33a1c0a03acc66
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part036.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,645102a2adff2b9a772ddb6cfa41ce2174f31561
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part037.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,75ce3258ec4b5a3d8397903740b55e116922956f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part038.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,f52b7f5d29b3e9736a21b7f305373aee09793942
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part039.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,93e0f3fa2e8cba946433024fde37564fbc4ed555
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part040.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,b0ecd667748243081b7770a26d3560e8d424aef5
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part041.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,551a0733b0120c8f88441ebdb2e1b55ea4ec27c5
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part042.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,cd182957926555648f685c930561528a41594b2f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part043.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,cfdb2c2f6e196599303f87cea103357de07cf9e8
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part044.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,e1d92b888a16cfe173e51ea548b84c701796c681
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part045.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,58680413dae3291e3a85ff87b9b58544a26db5e1
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part046.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,6e56dddf12c250e59483b09645f14e547f39deed
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part047.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,8e2561c162bf9b24034779579b92c2196eac51b2
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part048.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,f7d5afdc862ce387fe35be4a3d6c0629f38346bf
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part049.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,0e08a5808405e2443e1aaf7677ce50d8c4b95cdb
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part050.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,0958c8cc94b3222af09c06cbb77cd541115e9819
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part051.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,cfb6276d20de46c0e47873e92739de59fd64216c
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part052.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,5f84eb56d40c5608bc9cdb2bb16fd5733fb7e462
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part053.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,d6e0965cfb258d33ea6734470375dc3688c68437
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j02_part054.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,2756b7f8fd23283be73ade0a6658e9abdd469559
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part000.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,f9b6b6aa790b482ae0035d69d89cc6310f6bc257
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part001.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,b895f1b6d42fe5c0c2e160621069dc788b05aa33
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part002.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,aef330b4b70985d129d3c3dd5be78bb44ae3575d
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part003.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,724779881f5f16c856891b0196f61d9c6bcff545
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part004.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,fc7d32dd2b9e1292ef592a408978213bb0504231
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part005.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,3e323b9e3368cb2a097a2efb382e9e6a3fadef1c
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part006.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,39714d2dfc47bf0759c821e4f0eff351004743e4
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part007.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,2a26ece46a31ab055251d319ffca37f893de2c20
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part008.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,bc4c7ce8eb9e7b8e1a020ee504217f51bca24e72
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part009.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,d0d910e2a2928ef39160cca67baebabf9edb8a9d
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part010.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,b9cbb858ddd2179ff7af6fbbbd89cbfac18f4847
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part011.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,1c1bfd66323c8c77a9670e624ebbde44fc08543c
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part012.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,273f81ab0acc2f565ce686e5f481f813746e9be8
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part013.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,8c78a9a68574a9b31e678be66cdebfc5d7ead862
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part014.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,3a3a1c86b61fe8525fa047c88cf984b290a63856
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part015.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,32d042294252cff84133faf1cce0527735e5b2de
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part016.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,6af447f8bdcbe5e326f03c3f7bae15bfac1dc18a
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part017.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,efe51394e2556d83d375dce01bfbfacd087769f0
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part018.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,41f6520967e5248624eb0373c04497e7c84224d5
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part019.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,291b211ec569a994fb83c64fcbb3e8d9a7e6338d
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part020.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,41e62f96db60462a9dd6cd06eb2111988f93acf3
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part021.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,746a72275037e538b6e0a845b33f93e637710950
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part022.wav,datagroup1,v01,real,.wav,442446,5.015510,44100,1,True,True,,919b632bf52ee2c519fd3ac43bd988b39b06f3c4
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part023.wav,datagroup1,v01,real,.wav,434254,4.922630,44100,1,True,True,,72cd15b8f65209b74c36903da94c6413a867ac65
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\really_voices\j03_part024.wav,datagroup1,v01,real,.wav,310478,3.519274,44100,1,True,True,,bae76fdb819e3c0598872bc2cff7053af5053daf
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_000.wav,datagroup1,v02,cloned,.wav,442446,5.015510,44100,1,True,True,,bfa53a956330a0d79982169981a3f436beec9c3d
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_001.wav,datagroup1,v02,cloned,.wav,440142,4.989388,44100,1,True,True,,1f9ba808f4ab3515b7baf1a70473b64ac92cdd60
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_002.wav,datagroup1,v02,cloned,.wav,442446,5.015510,44100,1,True,True,,4e5e6c0fc006002afd878a9f46429dc59cd647b5
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_003.wav,datagroup1,v02,cloned,.wav,440142,4.989388,44100,1,True,True,,395f95894f4f19500d6466ba223e1ff4df22de1f
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_004.wav,datagroup1,v02,cloned,.wav,442446,5.015510,44100,1,True,True,,543a3a4aaf15188a936ca24584341d462ad2f24b
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_005.wav,datagroup1,v02,cloned,.wav,440142,4.989388,44100,1,True,True,,3bea4c1b7b9f6f8d83f24d914b660fdb349ff75d
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_006.wav,datagroup1,v02,cloned,.wav,440142,4.989388,44100,1,True,True,,c1191aad7d362bfc4ca4fc546696e7e7171d78e1
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_007.wav,datagroup1,v02,cloned,.wav,442446,5.015510,44100,1,True,True,,98f149190d344a2d402adcb4a329463a0bece125
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_008.wav,datagroup1,v02,cloned,.wav,440142,4.989388,44100,1,True,True,,ff86f2834b9b4bfef90a4948180ab0035e482ba7
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_009.wav,datagroup1,v02,cloned,.wav,442446,5.015510,44100,1,True,True,,f19bc87c394d200b4db74a777397fc2ea6a12226
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_010.wav,datagroup1,v02,cloned,.wav,440142,4.989388,44100,1,True,True,,a35ae488e96d4fbbcadff0c5902c6ac314a4fa45
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_011.wav,datagroup1,v02,cloned,.wav,440142,4.989388,44100,1,True,True,,53fc48b7697d9b335eeab4339227444068c9a024
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v02\cloned_voices\u_01_segment_012.wav,datagroup1,v02,cloned,.wav,232782,2.638367,44100,1,True,True,,2278cece877a6dbf33cbb321f02fa23e54ce5f70
