normalized_path,source_path,dataset,speaker_id,label,duration_seconds,rms_dbfs,peak,active_ratio,source_extension,source_sha1,normalized_sha1,accepted,reject_reason
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part012_70d6cbe278.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part012.wav,datagroup1,v01,cloned,5.015562,-19.405,0.950012,0.910678,.wav,70d6cbe2782b59c20e203741a105b9ca12c81bef,3c8d13586e07a052d5176ac308f917462aecd930,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part013_d91fea36c7.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part013.wav,datagroup1,v01,cloned,4.957438,-19.256,0.949982,0.741802,.wav,d91fea36c75c34f54d21ed42f7d46d6dd14af598,165add3b1c3d192a84fef7cab4aebbb9999f9c02,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part014_f62dde1781.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part014.wav,datagroup1,v01,cloned,5.015562,-15.937,0.949982,0.853257,.wav,f62dde178130ba24d0cf5927e91594dd2d5e8a20,8ae26474f179cc4b4f64f081cd221ea819b42759,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part015_cd6fc0e919.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part015.wav,datagroup1,v01,cloned,4.989438,-17.482,0.949982,0.897383,.wav,cd6fc0e919cb697080c638c1c4ff58239ff8657f,2f2eb248c3ee7943ff91f29a411dcaad54c76eb6,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part016_ab0baaf58b.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part016.wav,datagroup1,v01,cloned,4.541437,-17.022,0.949982,0.844983,.wav,ab0baaf58bd180cc0c6b9345b5511f3c1b8ced61,0eec457e36d40e57734de2f27818fd735acc7630,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part017_be9a2aab68.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part017.wav,datagroup1,v01,cloned,4.544000,-19.948,0.949982,0.838028,.wav,be9a2aab686920fd9082fa3b69b877790c08e907,c89ffc07aeba9ac2365778c00d8feedbcb9dfb07,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part018_6645fbcb9a.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part018.wav,datagroup1,v01,cloned,4.957438,-18.501,0.949982,0.825716,.wav,6645fbcb9a5cfaa290211f5bad1c16668cb5fd44,c1e304a84750bacb5b72f268cfe00389bf3e06ea,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part019_3856ce2435.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part019.wav,datagroup1,v01,cloned,5.015562,-18.450,0.949982,0.795835,.wav,3856ce24353d70e25c5dfae216931a2ac52d64cf,4993a3a7d3cb545c3f7b74078e57d5e076610f62,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part020_08f885540b.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part020.wav,datagroup1,v01,cloned,4.989438,-20.735,0.949982,0.621601,.wav,08f885540ba6f8ed083339597679f21bf1b76ce5,7e3bb481221eec2a3a33e844a3e5ee65004a2ac2,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part021_8db4a48293.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part021.wav,datagroup1,v01,cloned,4.989438,-19.333,0.949982,0.775526,.wav,8db4a482932ff255458665c1bd793f9e07ddb1e8,3d41dade63de0d63768bcb0fbab2e7e5d79e9f74,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part022_8fc5350931.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part022.wav,datagroup1,v01,cloned,5.015562,-16.375,0.950012,0.904298,.wav,8fc53509312009f90904487adcc32902f0de134f,7213df260737f30f599528f1bda1186654ccb5e0,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part023_c5a9bcdf87.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part023.wav,datagroup1,v01,cloned,4.957438,-20.662,0.950012,0.954815,.wav,c5a9bcdf87d4437229fc4d2ea08b962af4947363,e22d4e4e8c44eb8da150fdf6164982eccded36e9,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part024_8552f13447.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part024.wav,datagroup1,v01,cloned,4.983562,-20.474,0.949982,0.768840,.wav,8552f1344761646a09648fe4b0ee8d526027a845,7a43f713ea68339ca4075b05e72d33a37b3dcb17,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part025_3d402a4a77.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part025.wav,datagroup1,v01,cloned,4.477437,-19.191,0.949982,0.942824,.wav,3d402a4a7770a6868e49fb222bbac5b26c18ff46,cb308fa72c7795460f2997440ccd07914c1e0504,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j01_part026_2bbad0b147.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j01_part026.wav,datagroup1,v01,cloned,,,,,.wav,2bbad0b147cc80b7f95dc14e0432944f70dd3dae,,False,duration_too_short_after_trim;normalized_file_missing
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part000_4dfbb0274a.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part000.wav,datagroup1,v01,cloned,4.951562,-19.879,0.949982,0.838435,.wav,4dfbb0274a9ddf23321d22dc4f20dd5e6c653ab6,faa3b2d3ec212107ced8ed420068beab473dfedb,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part001_eb5f7d1d99.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part001.wav,datagroup1,v01,cloned,4.989438,-16.872,0.949982,1.000000,.wav,eb5f7d1d99410733edb6eb49bd224c78528c993d,f09b1f0de02a263c1c809dbbd11c99369406bd0e,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part002_56d72e48a5.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part002.wav,datagroup1,v01,cloned,4.864000,-19.000,0.949982,0.756579,.wav,56d72e48a50058a0ebc5f742e128bfe3447569bd,ed73bbb0a49d5fb71cdb34a40a9f76f3acbfc234,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part003_24893fccff.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part003.wav,datagroup1,v01,cloned,4.829438,-16.373,0.949982,0.913862,.wav,24893fccff039b4bd30922a1d44e549446f8c1e7,96fb1b9627e3bee146e0a6fa6c0cd6d146e47b93,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part004_dc11abd9aa.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part004.wav,datagroup1,v01,cloned,5.015562,-17.313,0.949982,0.897918,.wav,dc11abd9aa45706ebe2231578382a99c534e4d3e,0e90f70901b845feef172afb0629cad763f518a7,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part005_e71b1ff422.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part005.wav,datagroup1,v01,cloned,4.989438,-18.807,0.949982,0.910210,.wav,e71b1ff4220fd570663f006c1749fd8f60508ca3,3344de659fc6b6c86ddd799bc2bf1e1552bb790b,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part006_6ac8ffacb1.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part006.wav,datagroup1,v01,cloned,4.989438,-18.339,0.949982,0.833248,.wav,6ac8ffacb1de4bb08a600091b48752fe21fe8ac6,bc2488dff889a459a6ae9213a557e6b2ee00305b,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part007_f360c2d8dc.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part007.wav,datagroup1,v01,cloned,4.983562,-18.091,0.949982,0.865157,.wav,f360c2d8dc810787eb45ba5c9c739650549a51bf,34c592a6f3babe558ae54e8783d7e9322dcdc940,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part008_bb14156bfa.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part008.wav,datagroup1,v01,cloned,4.989438,-17.867,0.949982,0.942278,.wav,bb14156bfaaaeebf780282d7a8de470593c8cfb2,6e8d46bc5e047b31265ef62f17969b35dbdd4d4a,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part009_5c81fd9d79.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part009.wav,datagroup1,v01,cloned,5.015562,-16.478,0.949982,0.891538,.wav,5c81fd9d79d45087750d7be939b08debdda2664e,57cdfe74cc813b9aa9b55ac5cc5eadd9ab358df6,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part010_b70cf99b8e.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part010.wav,datagroup1,v01,cloned,4.989438,-18.538,0.949982,0.955105,.wav,b70cf99b8e718db8c1d0c7843c82829310b10e3a,1ad831ec46639ab6963851dec37bb33fdf3248a6,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part011_ec7db04b9d.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part011.wav,datagroup1,v01,cloned,4.989438,-17.673,0.949982,0.897383,.wav,ec7db04b9d063770fa265a8f3a729547de6711f9,7de2a98b507b3c30361cb8d9a13463efc5d3f374,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part012_a398ed8ffb.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part012.wav,datagroup1,v01,cloned,4.448000,-20.272,0.949982,0.892086,.wav,a398ed8ffb4d81f720f8e8bf845387f1b37ab4fa,174ac95479c989a941953cf4d8a89cce7334cede,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part013_aacb659d9d.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part013.wav,datagroup1,v01,cloned,4.797438,-18.415,0.949982,0.879936,.wav,aacb659d9d719033a22460ee1aa88cb1e2892eff,592dd51aa5fc7f8bf6f7a989de090391b689fbcf,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part014_a7be3bd8fc.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part014.wav,datagroup1,v01,cloned,5.015562,-18.208,0.949982,0.891538,.wav,a7be3bd8fc1feb440b3da9cf55c007cd723fa571,5436cb50ffcd9b1af7f4e8e3d8abcf30ea1ac312,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part015_123d741ed3.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part015.wav,datagroup1,v01,cloned,4.448000,-18.196,0.949982,0.920863,.wav,123d741ed3f3105b9230ee418d9f4104c53654a3,c03eb26fe9651d5f9afd399c3712e0fe3b3e7898,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part016_9d0d98b92f.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part016.wav,datagroup1,v01,cloned,4.893438,-19.874,0.949982,0.888831,.wav,9d0d98b92fcf5128692628db60ba17f9e8a1275d,1760c5bd73fdf9d3706b698de4d8c678ab30d439,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part017_6dbd71b923.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part017.wav,datagroup1,v01,cloned,5.015562,-19.048,0.949982,0.859637,.wav,6dbd71b923574c6f3577fad94d80d67a8ea3581f,b9a45ad940bb819a0af2b743a51fc002e2f46826,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part018_fd3b72c0c7.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part018.wav,datagroup1,v01,cloned,4.989438,-19.818,0.949982,0.749872,.wav,fd3b72c0c74c153e8506a9a4afd88764b3b64d6c,c7a624086e8a5740231a15262aec282f474a06f7,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part019_bda484682a.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part019.wav,datagroup1,v01,cloned,5.015562,-18.571,0.949982,0.840496,.wav,bda484682ae0f50a4769cadf24b5f8715d44850e,fdf791e677ea1ee0e67bdf67a38451404f3b823c,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part020_930d1f1632.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part020.wav,datagroup1,v01,cloned,4.989438,-18.127,0.949982,0.942278,.wav,930d1f1632e22bd7c92cd5b0b61f1640d6e650fb,f571afb56fc123813ce569eabe6f69399ba5d5f7,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part021_aa4229ecd3.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part021.wav,datagroup1,v01,cloned,4.989438,-19.342,0.949982,0.929451,.wav,aa4229ecd34e76ddcae2073f2323f9ab7eb06735,3c6fa3378d8e141c901ad497573617e071959f4d,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part022_457478b803.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part022.wav,datagroup1,v01,cloned,4.919562,-20.118,0.949982,0.856898,.wav,457478b80337704b5254c87bb38e41a1682f64d4,ea6621f49034c0917c7f7890a2ba95d54cc7f634,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part023_6854b9cf7e.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part023.wav,datagroup1,v01,cloned,4.989438,-20.484,0.949982,0.916624,.wav,6854b9cf7ea59332903d23c43f2cee6a46d4008f,ea337eae3ec15b88aa4f484d87ffb552382d328b,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part024_5d4a3f4efd.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part024.wav,datagroup1,v01,cloned,4.983562,-18.745,0.949982,0.884420,.wav,5d4a3f4efdd546fef9e3ef5a0f9a43bbb793820d,1508799c4a51dc8b07891d53159b2e03b18ab929,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part025_2eb87144ad.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part025.wav,datagroup1,v01,cloned,4.989438,-21.916,0.949982,0.814007,.wav,2eb87144ad59bb1d2e87bf9a0c3ea287f49b5140,f561ae120e551c7a72e59b3d2bc5625e4df75c17,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part026_0c5d9ababe.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part026.wav,datagroup1,v01,cloned,4.989438,-21.000,0.949982,0.628014,.wav,0c5d9ababe4dff4cf4e7f557671301c47549ebeb,fe23bb957a5f58edca6b48c561c601397efcc5cb,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part027_4f6a778254.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part027.wav,datagroup1,v01,cloned,4.983562,-21.310,0.949982,0.794524,.wav,4f6a77825495b5d90913b774ef8d4960d4db7ac8,c06904dc8fa36fc808ce2d151b32120806b707ec,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part028_512aba948e.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part028.wav,datagroup1,v01,cloned,4.957438,-17.981,0.949982,0.864446,.wav,512aba948e4597f1f65ccd1eb272d609bbfa0a38,25d84176754a15233ad855bfac0e0e80956a4afd,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part029_b2015d73ec.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part029.wav,datagroup1,v01,cloned,5.015562,-18.695,0.949982,0.885157,.wav,b2015d73eccc9658a9cc5ac9e22095f93bdfe929,e1918d4fc92e9beb729d098a94944299501ad22d,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part030_2e8ad4d831.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part030.wav,datagroup1,v01,cloned,4.928000,-18.298,0.949982,0.928571,.wav,2e8ad4d8318434b59918dd1dbb924f6f2054c40d,d81c0d1edfe72fe228d05893dd1582e2b88b2b88,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part031_03b522ecd4.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part031.wav,datagroup1,v01,cloned,4.733437,-16.606,0.949982,0.932396,.wav,03b522ecd4d8fe7f05e87137ca53d149b15a0869,91fc861034c996f8f2e6f3420f01f092533ac5c3,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part032_75ce5d4ee9.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part032.wav,datagroup1,v01,cloned,5.015562,-19.854,0.949982,0.993620,.wav,75ce5d4ee91f86436c1f9e7c9ced0ad7f50f923d,05eb086553ca06472507cee93fc1e72261c79607,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part033_38ce507855.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part033.wav,datagroup1,v01,cloned,4.989438,-18.286,0.949982,0.852488,.wav,38ce507855e22625696259996d60527f37fe0875,bac8e645f5ba6a32f1176b42790808c2879acf8b,True,
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v01\cloned\j02_part034_9b41310504.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v01\cloned_voices\j02_part034.wav,datagroup1,v01,cloned,5.015562,-19.057,0.949982,0.770315,.wav,9b413105045d3a82413131d5f10557e555175d64,372296155dd6479d2d772db9564bffaeb906b066,True,
