normalized_path,source_path,dataset,speaker_id,label,duration_seconds,rms_dbfs,peak,active_ratio,source_extension,source_sha1,normalized_sha1,accepted,reject_reason,split
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0405_b6112470a5.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0405.mp3,datagroup1,v17,cloned,3.729687,-20.562,0.949982,0.725446,.mp3,b6112470a59b7a84205c9c9c487e2eb3430fcb06,f0fbdafe6fcaf02f0c8d9e0f5744a1bf19657994,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0406_e5e6ff2ceb.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0406.mp3,datagroup1,v17,cloned,5.024000,-19.420,0.950012,0.828025,.mp3,e5e6ff2cebe63f9124e73e54f97eb276fa990142,b9f8b4886ee371cbcc36153bd782aa64c3eef948,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0407_32883af936.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0407.mp3,datagroup1,v17,cloned,4.736000,-25.562,0.949982,0.716216,.mp3,32883af9360c2d69f2980f501b59f3b0bef34d44,c8ff40a7222a9991630d35812e08ea755f9259ff,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0408_74552a8a74.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0408.mp3,datagroup1,v17,cloned,3.813938,-18.992,0.949982,0.739901,.mp3,74552a8a749f19da62d1a35927c2953a21209a21,a2b3979fa3b12d946ded68de71f3ab4e335134ab,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0409_eeb1c8d4a0.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0409.mp3,datagroup1,v17,cloned,4.160000,-21.921,0.950012,0.984615,.mp3,eeb1c8d4a025a6dcc7aea86b57a5784d7b06e101,7b36c3ac8bb951295c81350acd72fd6a5da26e64,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0410_f918ef0404.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0410.mp3,datagroup1,v17,cloned,4.352000,-18.109,0.949982,0.919118,.mp3,f918ef04041cf755dce4ab141e509421cb8d28f1,7d101065c2c00b6225e4b1814eb19a367e1f80db,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0420_7619d10883.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0420.mp3,datagroup1,v17,cloned,4.337688,-20.564,0.949982,0.454087,.mp3,7619d1088300af5dd117dd82dd16f681edbe48e6,d8d5dff157bd94e3effe413adacaddc9bb19c0b5,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0421_b46fa98ab3.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0421.mp3,datagroup1,v17,cloned,4.768000,-18.655,0.949982,0.838926,.mp3,b46fa98ab376112eba3529b69e18b544da401484,cd21ae41d3df9637c26bbaeb33887325b4694010,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0422_5003909e8c.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0422.mp3,datagroup1,v17,cloned,3.921687,-19.073,0.949982,0.902083,.mp3,5003909e8cea018d5a73c62d7b9162c81e85057c,5d84ef258cfe579e58e91c77f65eba6309a4d1e2,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0423_7b76f50e1e.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0423.mp3,datagroup1,v17,cloned,5.041688,-18.700,0.949982,0.733423,.mp3,7b76f50e1e4fe2f7a3ee2c1cf1294751e22868d0,89cb47eb3ec746b3c9123e03d51d2ab6b6bbb805,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0424_0371ee4c25.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0424.mp3,datagroup1,v17,cloned,5.093938,-19.687,0.949982,0.641927,.mp3,0371ee4c2548bb60121ca77a2a9eaf8a9196bedd,6f814870f0a4f4697e47346e6c691ea67e9e8326,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0425_e2aa7f7ef7.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0425.mp3,datagroup1,v17,cloned,5.041688,-20.286,0.949982,0.784199,.mp3,e2aa7f7ef7fc2951d909e29e48e629fd35eed5ab,2dcf76f4014b2ddc423ed5e3935baba0aa233609,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0426_c987b53e48.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0426.mp3,datagroup1,v17,cloned,4.832000,-17.586,0.949982,0.887417,.mp3,c987b53e4856f740cb36bd95ca450536e7624e85,432f978858aae4696800c5b7f0f9049a4ccfea66,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0427_b9e46401b8.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0427.mp3,datagroup1,v17,cloned,5.024000,-19.279,0.950012,0.866242,.mp3,b9e46401b80bc9eb6f23f7d13c18850410d88ec5,d5af66983d2488b53a8fa43afef5487e92d33203,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0428_654c8a0728.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0428.mp3,datagroup1,v17,cloned,3.808000,-20.140,0.949982,0.798319,.mp3,654c8a07289b73fd6150d6c9682167af1daf788d,1f2c9739514261a13f200a061d9ff7d3e5bd3d64,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0429_61a37c91ad.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0429.mp3,datagroup1,v17,cloned,3.520000,-19.500,0.949982,0.945455,.mp3,61a37c91ad0e595e5f6a92dd19ee2446fc7446ff,cd83148cbdc61011f4c55a657ad91fac657f6e20,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0430_f4bfe9bdbe.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0430.mp3,datagroup1,v17,cloned,4.817687,-19.763,0.949982,0.687817,.mp3,f4bfe9bdbe939462960c5cd9f6ba8ef15d6f56bb,d6f4602428c4291e9333edf4ee8d9331d477339e,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0431_ecfa6b3dcf.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0431.mp3,datagroup1,v17,cloned,5.041688,-19.153,0.949982,0.885753,.mp3,ecfa6b3dcf5818c1121af1761d53395c885e74e3,80dbc46896a75bf01406595934e20af92b3aaf08,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0432_63ee9e6247.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0432.mp3,datagroup1,v17,cloned,5.093938,-18.226,0.949982,0.717311,.mp3,63ee9e6247803feb13ead93b7fee76105469ca6e,d3d475ef8fc9b0f1b7c4946cf74317bb5474349e,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0433_32d3c319bb.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0433.mp3,datagroup1,v17,cloned,4.544000,-22.520,0.949982,0.718310,.mp3,32d3c319bbc83b9e8a01e02123f43c334a10616e,bd34376b7edbfca613d0c54cc5fa86a35fdad810,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0434_46f8f8cefc.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0434.mp3,datagroup1,v17,cloned,4.881687,-19.329,0.949982,0.757461,.mp3,46f8f8cefc6ef5eb2ff760b963f0ead01b3a8289,ec65c63c923d3cc66de16551593aa2680e276356,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0435_282e59292e.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0435.mp3,datagroup1,v17,cloned,4.960000,-21.279,0.949982,0.677419,.mp3,282e59292e223605a0d2c5d0ea80455afbadc409,b27aedbc12c9ba3566bc4c8c7aac48e6b470ff6d,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0436_5f8715dcaf.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0436.mp3,datagroup1,v17,cloned,4.977688,-17.883,0.949982,0.864998,.mp3,5f8715dcaf9e3eb87ce7178e95fcf9a25c7386f7,b1ffbcc6394ee15d3be238b1e3d3f13db91f04d6,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0437_159ca35b25.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0437.mp3,datagroup1,v17,cloned,5.041688,-23.939,0.949982,0.422416,.mp3,159ca35b25025fcae717b88a9b0947419b4d728c,733be167919b4c1ce5317f2604d5c8f2a5d76949,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0438_e9a07eb985.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0438.mp3,datagroup1,v17,cloned,4.864000,-21.124,0.949982,0.894737,.mp3,e9a07eb985ad3dd0af1d2152661db4397db82504,4ba3b153e5281d3d91a0cace48a77bb52038db61,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0439_a778cf4ac3.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0439.mp3,datagroup1,v17,cloned,4.288000,-18.611,0.950012,0.716418,.mp3,a778cf4ac3131d047eb575fbdb0775f55b2d90f0,23ab5efa7d744f9791515577315480137e7b996a,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0440_5f32d34f94.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0440.mp3,datagroup1,v17,cloned,5.029937,-22.111,0.949982,0.751886,.mp3,5f32d34f94f7d883eb9cffd36bb4059b2467d40a,3c76c322c44df74ba1936f5a4f777b1f60dcf082,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0441_177c1d02be.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0441.mp3,datagroup1,v17,cloned,5.041688,-20.836,0.949982,0.708034,.mp3,177c1d02bec739211f5233492924195d6e593438,428ce4165904c25cd3e0dd06ee4cf7293266d6cd,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0442_9ad06da753.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0442.mp3,datagroup1,v17,cloned,5.041688,-21.868,0.949982,0.663605,.mp3,9ad06da7530911ef72e3906c14199e033831009c,86a82e96e117622f4688a7bb7e6203a1fd6b7ba0,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0443_20391fc722.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0443.mp3,datagroup1,v17,cloned,5.041688,-18.707,0.949982,0.765158,.mp3,20391fc722ba9b90bac06350d9cf5ba0d6125d2a,2103bcdea9c81bab693b12a18283bb3f9e895cf0,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0444_14e0b4e9f2.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0444.mp3,datagroup1,v17,cloned,5.041688,-22.243,0.949982,0.815935,.mp3,14e0b4e9f28bd3de6045c091e6d22ce54e3709c1,1e378a34a494dfd5e6c09a94af5b2b3cf3a63def,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0445_e966e977ff.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0445.mp3,datagroup1,v17,cloned,3.904000,-20.189,0.949982,0.745902,.mp3,e966e977ff3a06f12fe0bb626be0653508364bad,ebd7411e78307b4051e450f522e924a8a656712d,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0446_7621cd5c67.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0446.mp3,datagroup1,v17,cloned,4.864000,-21.269,0.949982,0.625000,.mp3,7621cd5c67d335403511f2be09dfee7572328264,da34e7a9fc9c9944edc3b84fd8bb07865fd350d9,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0447_f74bf40573.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0447.mp3,datagroup1,v17,cloned,5.041688,-19.785,0.949982,0.885753,.mp3,f74bf40573977f9ad76d019ad61ef11e732a1c25,d72c41b2dbb32cb1ad04410836f78f857e03caa8,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0448_7671369b0b.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0448.mp3,datagroup1,v17,cloned,4.832000,-18.847,0.950012,0.609272,.mp3,7671369b0b9e2ebf20d69358d6b40a4995f033a8,4bdbd409b1046ab0fed403f8633b95538b0dd55a,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0449_8f51dec82f.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0449.mp3,datagroup1,v17,cloned,4.305688,-21.860,0.949982,0.866223,.mp3,8f51dec82f9a8de0e1eb00ee19cb1b56e4dd2f9b,23666e73d99424f7ef72b57dfd428be2a4399342,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0450_58e34f3456.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0450.mp3,datagroup1,v17,cloned,5.041688,-21.611,0.949982,0.581093,.mp3,58e34f345675c04f65e379c2148e0939997f3f64,632b2d50559e844e14740de13bfb857f21a30c78,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0451_3a7b48b4d8.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0451.mp3,datagroup1,v17,cloned,4.736000,-18.419,0.949982,0.851351,.mp3,3a7b48b4d8475751e87ea786e41bfd3709dcfd09,c0d67eef40557e8aeba0d6ba05f48875a7974d68,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0452_78bc1e8b63.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0452.mp3,datagroup1,v17,cloned,3.936000,-20.301,0.949982,0.577236,.mp3,78bc1e8b63dd323db1df3e6a763fdba6db8111a0,83d2b3b91544e3130a48789b53b5e74df6f0d348,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0453_6985c10925.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0453.mp3,datagroup1,v17,cloned,4.881687,-21.750,0.949982,0.344489,.mp3,6985c10925db66cfb978dab031d23abd6238d9d6,3bd69778d0d11a25feca64ef49f2f14a94b632a0,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0454_8a10e5d18e.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0454.mp3,datagroup1,v17,cloned,4.896000,-23.208,0.949982,0.843137,.mp3,8a10e5d18e2966a55f9632a9c4dac3cf1abc8401,81783cf4d945d4f873c589d941a73eedd743d444,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0455_303f644a67.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0455.mp3,datagroup1,v17,cloned,4.448000,-19.270,0.949982,0.877698,.mp3,303f644a67da7331ac21710f8bd2c6fb4a1c2da2,a1b92c82d32e947304fd43e11dfa76211a5d034c,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0456_391e654228.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0456.mp3,datagroup1,v17,cloned,4.032000,-19.607,0.949982,0.650794,.mp3,391e654228cd06b80bd21c5333765b5d5a67ec47,7e49d01f446b4373e778bf23106b73fbb19e5ec6,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0457_5cb934df00.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0457.mp3,datagroup1,v17,cloned,4.561687,-21.836,0.949982,0.733432,.mp3,5cb934df005f4b8adb505890d898a72549232817,b559a11fb5fa7a45d300bfe4ffcb7367c1c591e3,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0458_651502ede6.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0458.mp3,datagroup1,v17,cloned,5.041688,-21.234,0.949982,0.860364,.mp3,651502ede621755b0ecef62dc3cb24b8112ad9b5,f2ea12c3769d0c741a2ed2f355229f03968e88eb,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0459_ab23abe4e3.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0459.mp3,datagroup1,v17,cloned,5.041688,-21.178,0.949982,0.600134,.mp3,ab23abe4e342cd00dc75e790bfff10ede9b9bd99,f363ac7f68605a51b888ec467b67a0dd5d9fe7fe,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0460_32593be736.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0460.mp3,datagroup1,v17,cloned,5.041688,-21.127,0.950012,0.758811,.mp3,32593be736e48a7e4fe1532c0c0f2e7d2843d253,bb4f4f23f11c90e13699c686b70d11518e1588fc,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0461_f1cabf4fe4.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0461.mp3,datagroup1,v17,cloned,5.041688,-19.789,0.949982,0.854017,.mp3,f1cabf4fe40435e3a96fbb26a38b06da46a37780,1dffeeaf708c241952c4c0d6e945f8130a84b059,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0462_823f61ffb9.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0462.mp3,datagroup1,v17,cloned,4.192000,-18.851,0.949982,0.694656,.mp3,823f61ffb9bcb3d9ed204583f0238c22f8799822,dc40380afb1e73703b83d0b5784905b4540ccdeb,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0463_0281f909b8.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0463.mp3,datagroup1,v17,cloned,4.224000,-17.480,0.950012,0.878788,.mp3,0281f909b82fe4999d495f09905ba0954aefe6b5,e9ebb6a384745f2058bff0778f67599c59de96de,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0464_87808d5ffe.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0464.mp3,datagroup1,v17,cloned,5.093938,-21.417,0.949982,0.535134,.mp3,87808d5ffe266f459bfa300aa700317a3febff85,f7fb456ff1bcd9e06c0794a944dce78448ca7d96,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0465_4e28760bae.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0465.mp3,datagroup1,v17,cloned,5.041688,-21.161,0.949982,0.644563,.mp3,4e28760baea3f95c1b969c635e22269306586914,b4b823165bc7562c41225e64cb16d2de4b718fe1,True,,train
C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\prepared_audio\datagroup1\v17\cloned\0466_ebaa4394a9.wav,C:\Users\MICROSPACE\Desktop\matt\aiclone\aiworks\datagroup1\v17\cloned_voices\0466.mp3,datagroup1,v17,cloned,4.768000,-18.620,0.950012,0.818792,.mp3,ebaa4394a9b993be6919d0490f21ec7220b2e24f,42252ca2a94c2a205bed67a30507745867144e67,True,,train
